20190504,杨浦,黄兴公园,一梯3户+地铁8号线+满五唯一,295万,延吉五村  | 2室1厅 | 50.12平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f8787f68-8825-4683-b669-87f7efb8ee01.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村+两房朝南+阳光无遮挡+随时看房+产权清晰,270万,控江四村  | 2室1厅 | 48.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-827e1019-fe0d-4dae-a3cb-a92135d5d37d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五不唯一，楼层好，采光无遮挡，交通便利，配套齐全新上,232万,延吉七村  | 1室1厅 | 35.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1a933d76-b300-4404-bd9d-78b80b96a5d5.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松益公寓 2室2厅 470万新上,470万,松益公寓  | 2室2厅 | 86.92平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-844d630f-8418-4927-b47a-898aadf3f6cb.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长白三村 2室1厅 275万新上,275万,长白三村  | 2室1厅 | 51.28平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-74000563-a05b-4aea-bc8e-82ad3f3b6423.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一，产权清晰透明，诚意出售，带花园新上,263万,浣纱四村  | 1室1厅 | 42.28平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2fec7c22-a30a-4cf1-8871-73f5dcd2ee31.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉四村 2室1厅 300万新上,300万,延吉四村  | 2室1厅 | 50.43平米 | 西南 东 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-393434c8-4f81-47bb-a986-29d616f9d8fa.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一 房型正气 采光好，一梯两户,420万,宏翔公寓  | 2室1厅 | 93.2平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f08b090b-bd03-4eee-8a7b-626deb0d4a7b.png.296x216.jpg
20190504,杨浦,黄兴公园,双南双天井、婚房装修、拎包入住，诚意出售、次新房,450万,宏翔公寓  | 2室2厅 | 79.58平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e84c26a9-8dcd-4f35-9c09-f541587134dd.png.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一，地铁近，诚意出售，不靠马路，,660万,安波路200弄  | 2室2厅 | 104.75平米 | 东南 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-db9d9cd4-b398-43fc-85cc-c61da30fa9d4.jpg.296x216.jpg
20190504,杨浦,黄兴公园,次新小区，南北两房，小区中间位置，视野开阔,630万,黄兴绿园  | 2室2厅 | 95.25平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-305cf076-e3d5-4027-a1ed-2d3f19a8ca95.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 210万,210万,控江五村  | 1室1厅 | 40.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-de587277-5e14-45b2-a3c1-0f5ebcc42072.jpg.296x216.jpg
20190504,杨浦,黄兴公园,售后公房东三墙南北光线好两房，房东诚意出售到价签字,420万,延吉四村  | 2室1厅 | 72.73平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-7abea182-650e-46ca-b9d1-36142ae330bd.jpg.296x216.jpg
20190504,杨浦,黄兴公园,福阳大厦 1室1厅 279万,279万,福阳大厦  | 1室1厅 | 42.77平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-3be98800-abb4-4ddf-9155-69aa90cf020f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,精装修南北两房两厅阳光充足。。,600万,营口大厦  | 2室2厅 | 108.02平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2fcd040b-346f-4257-8c21-1dc8002d987a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,1988年原建房，近地铁八号线，两房南北通,279万,延吉七村  | 2室1厅 | 50.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f8a32b25-65b6-4050-aed4-3a4c2cd8d270.jpg.296x216.jpg
20190504,杨浦,黄兴公园,小高层中间楼层 电梯房两梯四户业主诚售满五不唯一,430万,长白新城  | 1室1厅 | 55.6平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-f250a517-d3f0-4ab0-b1d9-b8c7a58c8f94.png.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 189万,189万,控江五村  | 1室0厅 | 36.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2399ed5f-a3a6-4478-96e9-ea0a21f5a123.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村 1室1厅 230万,230万,延吉七村  | 1室1厅 | 43.92平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-da1f756e-27ce-4614-8fea-0b501fe2db07.jpg.296x216.jpg
20190504,杨浦,黄兴公园,精装修两房，一楼带天井，可做阳光房，小区位置好,299万,怡佳苑  | 2室1厅 | 52.58平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-44788e6b-62bd-43bc-b28d-a4e24685d58f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,电梯房 近地铁 50平的露台不算产证面积 采光好 精装修,510万,浣纱五村  | 2室1厅 | 89.05平米 | 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-2a1ab2cf-c482-4720-858c-76677f1cd563.png.296x216.jpg
20190504,杨浦,黄兴公园,8号线 上-理  精装修拎包入住  好贷款 小区位置好,182万,松花一村  | 1室1厅 | 37.46平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-52eaf9cb-00c8-4516-93cd-963e577e882e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁房 朝南一门关 采光好 无户口 水丰路,280万,长白三村  | 2室1厅 | 56.43平米 | 东北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cc3c734b-f3a7-4bec-aa13-51bcfb0a7acf.jpg.296x216.jpg
20190504,杨浦,黄兴公园,东岸新里 2室1厅 555万,555万,东岸新里  | 2室1厅 | 75.07平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-9cfaa5e6-67c6-4722-9a57-5946f59d4cc7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,杨浦欣园 2室1厅 500万,500万,杨浦欣园  | 2室1厅 | 76.61平米 | 南 北 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1d8ff507-8735-41cc-b8ac-1d1b6de2e33a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,顶楼复式，三房两厅，使用面积大,505万,控江东三村  | 3室2厅 | 81.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-79208743-2844-432c-a98f-6f2c058ff4c2.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 2室2厅 465万,465万,控江五村  | 2室2厅 | 80.4平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-18fdb8c2-571b-4cf9-945c-fe7850579409.jpg.296x216.jpg
20190504,杨浦,黄兴公园,文化佳园+顶楼复式+大润发+4房朝南+黄兴公园+爱情公寓,1250万,文化佳园  | 5室3厅 | 183.2平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b1a54cc7-ffc4-41df-b6b5-26850967edf7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双阳路594弄 2室1厅 420万,420万,双阳路594弄  | 2室1厅 | 51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5c2faf4d-5a6a-491c-864c-c4e529d76e4d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 2室1厅 340万,340万,怡佳苑  | 2室1厅 | 59.66平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-acd9e9c8-14bb-4269-88c6-6fe5c3c254b8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,东岸新里 2室1厅 585万,585万,东岸新里  | 2室1厅 | 77.27平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e77fce8d-a90b-43cf-bd84-e59bec40e323.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村 1室1厅 228万房主自荐,228万,延吉七村  | 1室1厅 | 35.6平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5c365bcc-3036-46d6-8583-8acfa084672c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,靖宇东路85弄 2室1厅 455万,455万,靖宇东路85弄  | 2室1厅 | 77.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d287b6eb-0b76-41e0-816f-9a44f495cb05.jpg.296x216.jpg
20190504,杨浦,黄兴公园,二梯队 省个税 婚房装修 看房方便 到价签字,720万,海上硕和城  | 2室1厅 | 88.41平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e6832a81-362c-4a1c-a36f-a59a451a691b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,售后公房 没有增值税没有个税  精装诚意出售,410万,延吉六村  | 2室1厅 | 69.82平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8c52c2f6-d65b-410b-9dce-c881ec5deb28.jpg.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 2室1厅 295万,295万,怡佳苑  | 2室1厅 | 64.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9838724f-dfc0-463a-bde2-4306bb7110d9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉东路130弄 1室0厅 190万,190万,延吉东路130弄  | 1室0厅 | 35.79平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cedece1d-03e2-426f-8d82-b50a093501d0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双阳路604弄 2室2厅 495万,495万,双阳路604弄  | 2室2厅 | 71.74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-4830ed56-00c8-4e40-b434-4712edd28117.png.296x216.jpg
20190504,杨浦,黄兴公园,售后公房+电梯高区+房型正气+满五年婚房装修+无遮挡房主自荐,452万,双花公寓  | 2室1厅 | 68.91平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-f659a964-5ba2-45bf-af09-3a1ed2c0f59e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,8号线+全明户型+东边套精装修+诚心出售价格可谈,310万,延吉三村  | 2室1厅 | 52.91平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9e6f799e-fdbf-44fc-a561-fba59f9b9a5e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,浣沙三村 2室1厅 340万,340万,浣沙三村  | 2室1厅 | 64.1平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-690bac8a-6be6-492c-b18b-9698f15a9e07.jpg.296x216.jpg
20190504,杨浦,黄兴公园,楼层好+近8号线+满五年唯一+厨卫朝北+使用面积大,215万,延吉二村  | 1室1厅 | 32.43平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-824274cf-0242-437f-9c38-7d3cc647a047.jpg.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 2室1厅 255万,255万,怡佳苑  | 2室1厅 | 52.73平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0366d070-d696-40a1-bfd4-2730cb488a21.png.296x216.jpg
20190504,杨浦,黄兴公园,三房+出门地铁8号线+延春公园+业主诚意出售,410万,延吉三村  | 3室1厅 | 65平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-da720f1d-9293-49e9-9a27-119e083a1ace.png.296x216.jpg
20190504,杨浦,黄兴公园,房型正气   一梯两户   近地铁     南北通   满五唯一,778万,佳龙花园  | 2室2厅 | 100.71平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6b04b9f7-99f3-4464-8afc-7537aa9c3717.jpg.296x216.jpg
20190504,杨浦,黄兴公园,营口路788弄 2室1厅 445万,445万,营口路788弄  | 2室1厅 | 68平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-62a7ee4b-eb81-49ab-84e8-2d6b4271ac3b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,兰花教师公寓，楼层佳，户型好，小区环境好,675万,兰花教师公寓  | 2室2厅 | 95.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c6f1414a-4dfa-4c3a-a814-4008e079765b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,诚意出售，可改两房，户型好，交通便利，采光无遮挡,320万,浣纱四村  | 1室1厅 | 66.41平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b50285c2-af43-46ad-b338-69b9e34257fa.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路95弄 3室1厅 550万,550万,松花江路95弄  | 3室1厅 | 88.27平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ddc46717-05b2-42ce-b81a-a014225755b8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,【黄兴公园】【地铁口】【南北2房】【低单价】,280万,怡佳苑  | 2室0厅 | 52.73平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-927143fa-15e9-4155-9cff-81d55461a4c2.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江西三村 1室1厅 208万,208万,控江西三村  | 1室1厅 | 41平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-3d1c3b16-f405-46d0-b74c-0328cdb8716f.png.296x216.jpg
20190504,杨浦,黄兴公园,1楼采光好 动迁户推荐 总价低 随时交房随时看房近地铁,265万,控江东三村  | 2室1厅 | 51.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0643477f-6efa-43de-8695-0cfd1e69509f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,此房满五年唯一，楼层好，视野开阔，采光足。,450万,靖宇东路85弄  | 2室1厅 | 77平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d5b2e402-f070-4e11-953d-469191950db9.png.296x216.jpg
20190504,杨浦,黄兴公园,浣纱六村 双南一北 业主诚意出售，南北通,500万,浣纱六村  | 3室1厅 | 82.71平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2d7559a0-3003-4be4-bea6-e9bc0af4f99f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,精致两房，户型方正，高区观景房，房东诚意卖,540万,松益公寓  | 2室1厅 | 91.28平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-7efe9812-46f4-4708-9b96-3f2d5e884851.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路95弄 2室1厅 450万,450万,松花江路95弄  | 2室1厅 | 77.64平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bf6a333a-9da3-4232-a2c1-060cd38d609d.png.296x216.jpg
20190504,杨浦,黄兴公园,浣纱四村 3室1厅 505万,505万,浣纱四村  | 3室1厅 | 77.43平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-50c06cac-e5d6-490f-af25-e35e50b9a62f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北 有产权车位 近地铁8号线和五角场,955万,海上硕和城  | 3室2厅 | 120.3平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-876a6d74-632d-4732-a8e0-19b2bc7f66da.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 170万,170万,控江五村  | 1室1厅 | 34.14平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-634f3d54-8793-4d0b-a8a6-4be99f893dee.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路154弄 2室1厅 295万,295万,佳木斯路154弄  | 2室1厅 | 52.51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0b146afe-b06d-4fc9-baa2-034762a8e250.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北两房厨卫朝北全明看房提前联系,256万,控江四村  | 2室1厅 | 50.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a82933f9-259b-46a0-aed1-de71c3ca3649.jpg.296x216.jpg
20190504,杨浦,黄兴公园,黄兴公园 南北通透 户型方正 满五唯一 全明户型采光好房主自荐,680万,安波路200弄  | 2室2厅 | 104.72平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ce8f8174-ab11-41d2-b964-ab19ff8badaa.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路205弄 2室2厅 650万,650万,松花江路205弄  | 2室2厅 | 96.3平米 | 南 北 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-37f0a5f5-eb5d-4a0f-a6b6-d9ebfbd7092b.png.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 208万,208万,控江五村  | 1室1厅 | 37.02平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-29187b5f-b37d-4805-99c3-d7974a495e7c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路95弄 1室1厅 270万,270万,松花江路95弄  | 1室1厅 | 49.08平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-33c847f5-a016-4aaa-9bfb-65bef642f0a3.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江二村107弄小区 1室1厅 180万,180万,控江二村107弄小区  | 1室1厅 | 36.41平米 | 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9583596a-ebff-4f29-81b5-426bb345de53.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双阳路604弄 2室1厅 460万,460万,双阳路604弄  | 2室1厅 | 63.84平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a011f5d4-7175-4648-8a57-b568893b00a1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松苑小区 1室1厅 320万,320万,松苑小区  | 1室1厅 | 57.05平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6e738fee-cb27-40d7-b821-fa17cebd6e39.jpg.296x216.jpg
20190504,杨浦,黄兴公园,原建房婚房全明户型 宽敞两房加小客厅 品质装修房主自荐,335万,控江五村  | 2室1厅 | 55.35平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ddd4a8f2-0af4-4d58-8ab6-28e9abc7414e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路118号 2室1厅 320万,320万,佳木斯路118号  | 2室1厅 | 58.29平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-21a5cb2c-ac5e-48c8-8e21-6a82cb2277a7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,宏翔公寓 2室1厅 425万,425万,宏翔公寓  | 2室1厅 | 75.04平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b67c3ee0-80e3-4c29-a237-f38f3e958cbc.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江六村 1室0厅 260万,260万,控江六村  | 1室0厅 | 27.58平米 | 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c1b327a9-a4fd-4171-9b62-cfc4612a1882.jpg.296x216.jpg
20190504,杨浦,黄兴公园,养老直选：菜场，电梯直达，公交在楼下，花园健身锻炼,268万,延吉六村  | 1室1厅 | 56.58平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-1f18e0a3-db80-46fe-90d3-87e251782907.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉中路320弄 2室1厅 293万,293万,延吉中路320弄  | 2室1厅 | 48.05平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c36bb441-5541-488c-8088-096b85c543c4.png.296x216.jpg
20190504,杨浦,黄兴公园,近八号线地铁，水丰路，中间楼层，满五唯一房主自荐,215万,延吉二村  | 1室1厅 | 34.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cecb0f45-5c2c-4db2-ac9a-35e6693cda19.png.296x216.jpg
20190504,杨浦,黄兴公园,延吉六村   精装修三房      诚售 近8号线,499万,延吉六村  | 3室1厅 | 81.36平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-114c96ba-55a4-413d-b9a2-c09492d39f87.png.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村 2室1厅 283万,283万,延吉七村  | 2室1厅 | 50.21平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b807057d-1734-4691-b94f-ef1bbed3fc6c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长华绿苑 两室一厅 中间楼层  诚心出售 一梯三户房主自荐,290万,长华绿苑  | 2室1厅 | 54.47平米 | 西南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ef49c717-bda8-410d-995c-80330c2cca7d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,好楼层3楼+精装修南北2房+黄兴公园地铁口+黄兴公园,355万,佳木斯路299号  | 2室1厅 | 66.2平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2d429d85-e43d-4978-9607-7c17a9526dbf.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房子总价低，满五年房东多套房产有个点个税，商品房,465万,靖宇东路85弄  | 2室1厅 | 77平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-474a1064-a91f-4781-afc8-043c45b3062f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,【视野开阔】+【阳光好】+【房型正气】+【一梯二户】,535万,万佳苑  | 3室1厅 | 92.28平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0550a672-3b69-4714-bec4-239e239b619a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,翔殷路地铁口》双南两房》开放式厨房》周 边配套完善,300万,翔殷路627弄  | 2室1厅 | 49.32平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1acd546a-f944-4b39-bbb5-4247e7f82562.jpg.296x216.jpg
20190504,杨浦,黄兴公园,宏翔公寓便宜两房，黄兴公园板块，8号线翔殷路站,290万,宏翔公寓  | 2室1厅 | 55.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0047e19a-8b63-4642-b336-5b5d8050736a.png.296x216.jpg
20190504,杨浦,黄兴公园,黄兴公园+房东诚意出售+双南户型,790万,公园3000黄兴花园  | 2室1厅 | 98.46平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9ab6ef5a-25b0-426b-b33f-d7ad19111e23.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 2室1厅 285万,285万,控江四村  | 2室1厅 | 52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-221e4b7d-94b9-4caa-b9fb-dac198ef3da6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,诚意出售 厅房同宽 地铁八号线 高区采光足,218万,翔殷路491弄  | 1室1厅 | 38.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8972c8dd-acaf-41cf-98e4-396f4b2b2eb5.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一，双南户型，采光好，近地铁,350万,浣沙三村  | 2室1厅 | 62.38平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-aec2f1a2-54f9-43d3-9fb5-39ed788371d8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,杨浦欣园 1室1厅 399万,399万,杨浦欣园  | 1室1厅 | 58.94平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-ae47232c-1945-4b76-9d01-4317f2b46fa6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉五村 1室1厅 215万,215万,延吉五村  | 1室1厅 | 36.23平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-284e1be7-49bc-43df-8888-432d041f9405.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉五村 1室1厅 195万,195万,延吉五村  | 1室1厅 | 35.77平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-345e8cc4-2248-48d9-a28f-2b80ec375274.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一  诚意出售  中间楼层  采光充足 交通便利,260万,浣沙三村  | 1室1厅 | 46.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-900c334b-0a64-4a41-8911-96ee71a127f0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉五村 1室1厅 218万,218万,延吉五村  | 1室1厅 | 43.76平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-60dba572-8843-4e60-bd25-0800aaacc8a7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,此房是双南户型满五唯一没有个税税点比较低环境好,535万,佳龙花园  | 1室1厅 | 65.8平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-86d4e13f-2f04-432b-a66b-310e02bc4089.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花一村 2室1厅 255万,255万,松花一村  | 2室1厅 | 44.1平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ceeda6d2-0c1b-4b60-bedd-aed7634a1a06.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村诚意出售,满五年少税,朝南户型随时看房,255万,延吉七村  | 2室0厅 | 47.4平米 | 西南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-33ad174a-277b-4c97-8e99-caf0bd71ab2a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北两房 采光好楼层佳 房东诚心出售,385万,沧州路180弄  | 2室1厅 | 50.28平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cb55e8e6-d9bb-411a-ae1e-ba2a2d403eef.png.296x216.jpg
20190504,杨浦,黄兴公园,控江西三村 2室1厅 265万,265万,控江西三村  | 2室1厅 | 50.73平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-fa336aae-da64-4af5-ab4c-4ed7971b6882.png.296x216.jpg
20190504,杨浦,黄兴公园,正对黄兴公园+（业主因置换急售）+（采光从早到晚）房主自荐,490万,台益公寓  | 2室1厅 | 85.85平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-d5e9e30e-a5cf-4e3b-a3c0-8545247544c0.png.296x216.jpg
